,train_acc,test_acc,train_loss,test_loss
0,0.5202735710796287,0.4806659505907626,0.6990036480128765,0.7188056548436482
1,0.5153883732291158,0.4817400644468314,0.7070860974490643,0.7182409385840098
2,0.5002442598925256,0.5257787325456499,0.7099770829081535,0.6921439588069915
3,0.5471421592574499,0.5365198711063373,0.695500411093235,0.6945794959863026
4,0.5681485100146556,0.602577873254565,0.6915184129029512,0.6744463592767715
5,0.5437225207620908,0.5510204081632653,0.6952749080955982,0.6896092156569164
6,0.578895945285784,0.5735767991407089,0.6789318099617958,0.6742855052153269
7,0.6140693698094772,0.5494092373791621,0.6606120020151138,0.697987566391627
8,0.6155349291646312,0.6079484425349087,0.652912549674511,0.6569910695155462
9,0.6438690766976063,0.6348012889366272,0.6369642708450556,0.639512378970782
10,0.6541279921836834,0.6476906552094522,0.6202102713286877,0.639249391357104
11,0.6834391792867611,0.6546723952738991,0.6070239674299955,0.6290713836749394
12,0.6678065461651197,0.6299677765843179,0.6155818281695247,0.6659257173538208
13,0.6770884220810943,0.6702470461868958,0.6038527097553015,0.6131333569685619
14,0.6878358573522227,0.6772287862513426,0.5875393506139517,0.6132359822591146
15,0.7010258915486077,0.6686358754027927,0.577445206232369,0.6134184887011845
16,0.7073766487542745,0.6262083780880774,0.5740165878087282,0.6641155391931534
17,0.7078651685393258,0.6879699248120301,0.5673429556190968,0.5824683124820391
18,0.7093307278944797,0.6756176154672395,0.5675630755722523,0.622250231107076
19,0.7191011235955056,0.6815252416756176,0.5541807096451521,0.5915454695622127
20,0.7410845139228138,0.6949516648764769,0.5260044429451227,0.5937942251563072
21,0.7288715192965315,0.7223415682062299,0.5411714781075716,0.5692975863814353
22,0.7288715192965315,0.7142857142857143,0.5372508503496647,0.5750968977808952
23,0.7528089887640449,0.715359828141783,0.5080057792365551,0.5600481907526652
24,0.7513434294088911,0.6847475832438239,0.5162063976749778,0.633630774418513
25,0.7572056668295066,0.7175080558539205,0.5013523707166314,0.5513322258989016
26,0.7689301416707377,0.7201933404940923,0.4899837011471391,0.5796705968677998
27,0.7747923790913532,0.7438238453276047,0.4905151566490531,0.539949664970239
28,0.78114313629702,0.7400644468313641,0.47726798709481955,0.5647664124766986
29,0.7738153395212506,0.7244897959183674,0.48611724097281694,0.5607368449370066
30,0.7972642892037127,0.7411385606874329,0.45375388767570257,0.5478458394606908
31,0.7772349780166097,0.7389903329752954,0.46234033443033695,0.5595323289434115
32,0.7933561309233024,0.742749731471536,0.453101210296154,0.5428878374397754
33,0.8060576453346361,0.7690655209452202,0.4379932153970003,0.5058546418944995
34,0.7957987298485588,0.7577873254564984,0.4460566360503435,0.5316325147946676
