,train_acc,test_acc,train_loss,test_loss
0,0.5271128480703469,0.4806659505907626,0.6912319883704185,0.6931335866451264
1,0.5349291646311676,0.4806659505907626,0.6888721529394388,0.6951518615086874
2,0.5359062042012701,0.48388829215896884,0.6852566339075565,0.6914220571517944
3,0.5593551538837322,0.4967776584317938,0.6816932279616594,0.6884821057319641
4,0.5632633121641426,0.6766917293233082,0.6790938321501017,0.674871951341629
5,0.6106497313141183,0.5853920515574651,0.6701100841164589,0.675198898712794
6,0.6223742061553493,0.6149301825993555,0.6604454610496759,0.6658641318480174
7,0.6365412799218368,0.6369495166487648,0.6549166608601809,0.6580633232990901
8,0.6585246702491451,0.6783029001074113,0.6459113601595163,0.6397710233926773
9,0.6853932584269663,0.7056928034371643,0.6236531399190426,0.6115980724493663
10,0.7054225696140694,0.7099892588614393,0.5961099416017532,0.5928892831007639
11,0.727894479726429,0.7121374865735768,0.5840602368116379,0.5740470578273137
12,0.7361993160723009,0.709452201933405,0.5671577351167798,0.5591272433598836
13,0.743038593063019,0.7218045112781954,0.5488578975200653,0.5708367089430492
14,0.7420615534929165,0.7180451127819549,0.5502992467954755,0.5544727444648743
15,0.7508549096238397,0.7180451127819549,0.5371808502823114,0.5530537803967793
16,0.7474352711284807,0.7175080558539205,0.5318986270576715,0.5522757550080617
17,0.7518319491939424,0.7191192266380236,0.541271454654634,0.5474146534999211
18,0.7552515876893015,0.7201933404940923,0.5252469163388014,0.546678806344668
19,0.7689301416707377,0.7271750805585392,0.5123923318460584,0.5462077190478642
20,0.7596482657547631,0.7201933404940923,0.5244854306802154,0.5481854905684789
21,0.7640449438202247,0.7207303974221267,0.5137258702889085,0.5669340511163076
22,0.7625793844650708,0.7148227712137487,0.5157719813287258,0.5704990953207016
23,0.7557401074743527,0.7228786251342643,0.5235021552070975,0.5539653271436691
24,0.7699071812408402,0.7234156820622986,0.510388039983809,0.550189075867335
25,0.7733268197361993,0.7287862513426423,0.5047538122162223,0.5459967682758967
26,0.7830972154372252,0.7148227712137487,0.4874192802235484,0.5843371361494064
27,0.7738153395212506,0.7228786251342643,0.5010414263233542,0.5445496330658595
28,0.782608695652174,0.7261009667024705,0.4838345255702734,0.5581365555524826
29,0.78114313629702,0.7218045112781954,0.48272396996617317,0.5492889821529389
