,train_acc,test_acc,train_loss,test_loss
0,0.525647288715193,0.4822771213748657,0.6919008120894432,0.6927496731281281
1,0.545676599902296,0.6186895810955961,0.6883691921830177,0.6855025808016459
2,0.5676599902296043,0.6272824919441461,0.6805889960378408,0.6755653758843739
3,0.5701025891548608,0.5945220193340494,0.676620589569211,0.6752047002315521
4,0.6174890083048363,0.6702470461868958,0.6648024450987577,0.6568218191464742
5,0.6541279921836834,0.7024704618689581,0.6448057014495134,0.6275310466686884
6,0.6673180263800684,0.715359828141783,0.6261054407805204,0.6094706316788991
7,0.693209574987787,0.7228786251342643,0.6110357437282801,0.5929415424664816
8,0.706399609184172,0.7277121374865736,0.5898699164390564,0.5654016613960267
9,0.7205666829506595,0.7207303974221267,0.5684604784473777,0.5700240780909857
10,0.7293600390815828,0.7325456498388829,0.5621345117688179,0.5416097064812978
11,0.73961895456766,0.7330827067669173,0.559442924335599,0.5497817834218343
12,0.7503663898387885,0.7406015037593985,0.542952274903655,0.5368496398131053
13,0.7532975085490963,0.7422126745435016,0.5374469887465239,0.5314636990427971
14,0.7469467513434294,0.7336197636949516,0.5381313851103187,0.535238242149353
15,0.7405959941377626,0.7416756176154672,0.5325284358114004,0.5383056938648224
16,0.7489008304836345,0.7389903329752954,0.536614672280848,0.5363369564215342
17,0.7601367855398143,0.7395273899033298,0.5234044278040528,0.5257763708631198
18,0.7674645823155838,0.742749731471536,0.5150785120204091,0.5260228325923284
19,0.7640449438202247,0.7432867883995704,0.5166483959183097,0.5241425747672717
20,0.7616023448949683,0.7406015037593985,0.5134527487680316,0.5316547413667043
21,0.7596482657547631,0.7443609022556391,0.5130923446267843,0.5210485513011615
22,0.7689301416707377,0.7518796992481203,0.5069616055116057,0.5181669473648072
23,0.7586712261846604,0.7422126745435016,0.5099241370335221,0.5205106501777966
24,0.7669760625305325,0.748657357679914,0.5060483999550343,0.5221452047427495
25,0.7635564240351734,0.7518796992481203,0.5044290227815509,0.5180004780491193
26,0.761113825109917,0.7454350161117078,0.5063943201676011,0.5205129593610763
27,0.7743038593063019,0.7502685284640171,0.4941538851708174,0.5213606029748916
28,0.769418661455789,0.757250268528464,0.4943846184760332,0.5159835666418076
29,0.7738153395212506,0.7491944146079484,0.4884508363902569,0.52241586993138
30,0.767953102100635,0.7540279269602578,0.49399150256067514,0.5138863772153854
31,0.7821201758671226,0.7475832438238453,0.48585702385753393,0.5170708904663722
32,0.7806546165119688,0.7545649838882922,0.4826054237782955,0.5153834044933319
33,0.7879824132877381,0.7459720730397422,0.48301877547055483,0.5191382169723511
34,0.7801660967269174,0.7540279269602578,0.4768429081887007,0.5162616421778997
35,0.777723497801661,0.7556390977443609,0.4806784363463521,0.51445349107186
36,0.7806546165119688,0.7459720730397422,0.48396883718669415,0.519186481833458
37,0.7830972154372252,0.7540279269602578,0.478673224337399,0.5105600620309512
38,0.7865168539325843,0.7497314715359829,0.4741933736950159,0.5153058399756749
