,train_acc,test_acc,train_loss,test_loss
0,0.5251587689301417,0.6331901181525241,0.8890952672809362,0.6694298644860586
1,0.646800195407914,0.7142857142857143,0.6357783563435078,0.6146884351968765
2,0.6829506595017099,0.6750805585392051,0.5925060966983438,0.5810800279180209
3,0.7049340498290181,0.7191192266380236,0.5824019350111485,0.5647375772396723
4,0.7313141182217879,0.6997851772287863,0.5515985060483217,0.5798129498958587
5,0.7361993160723009,0.7164339419978518,0.5594886709004641,0.6029243528842926
6,0.7249633610161211,0.7158968850698174,0.5744005488231778,0.5717505504687627
7,0.7386419149975574,0.7255639097744361,0.5436148969456553,0.5506377001603444
8,0.7484123106985833,0.7357679914070892,0.5320370737463236,0.5423958897590637
9,0.7420615534929165,0.7379162191192267,0.5310305394232273,0.5358406166235606
10,0.7576941866145579,0.7443609022556391,0.5138553185388446,0.5336807996034623
11,0.7674645823155838,0.7593984962406015,0.508932925760746,0.5172345851858456
12,0.7738153395212506,0.7379162191192267,0.5052493289113045,0.5440142293771107
13,0.7703957010258915,0.7448979591836735,0.4866477744653821,0.5237310022115708
14,0.7772349780166097,0.7416756176154672,0.4944891706109047,0.5279930373032887
15,0.767953102100635,0.7465091299677766,0.493321793153882,0.5241242875655492
16,0.7674645823155838,0.7491944146079484,0.4925638362765312,0.528841974834601
17,0.789447972642892,0.7373791621911923,0.47417017724364996,0.5301636546850205
18,0.7914020517830972,0.7588614393125671,0.46942102536559105,0.5270905723174413
19,0.7801660967269174,0.7577873254564984,0.4739079335704446,0.524335178732872
20,0.7835857352222765,0.7502685284640171,0.45692579820752144,0.520732082426548
21,0.7821201758671226,0.7518796992481203,0.4714191947132349,0.5214663113156954
22,0.7914020517830972,0.7185821697099892,0.456741526722908,0.5519758860270182
23,0.7874938935026868,0.734156820622986,0.4468965530395508,0.5513679278393586
24,0.7928676111382511,0.7250268528464017,0.45638526044785976,0.5490191419919331
25,0.7865168539325843,0.7561761546723953,0.45820969343185425,0.5282877708474795
26,0.8075232046897899,0.7540279269602578,0.43680629413574934,0.5241420889894167
27,0.8104543234000977,0.7432867883995704,0.42906228359788656,0.5165109197298686
28,0.8070346849047386,0.7545649838882922,0.41900348104536533,0.5205624197920163
29,0.8148510014655593,0.7411385606874329,0.4235442029312253,0.5195128848155339
